domain,brand_stem,mirrors,operator,licence,jurisdiction,licence_status,expires,already_in_pool,all_domains,status,contacted_on
mostbet.com,mostbet,0,Bizbon N.V.,OGL/2024/597/0249,Curacao,active,"March 23, 2026",no,mostbet.com,not contacted,
lil.bet,lil,0,Blackbelt N.V.,OGL/2024/131/0296,Curacao,assessment in progress,"December 24, 2025",no,lil.bet,not contacted,
ypsilonbet.com,ypsilonbet,0,Blackbelt N.V.,OGL/2024/131/0296,Curacao,assessment in progress,"December 24, 2025",no,ypsilonbet.com,not contacted,
a360.bet,a,0,Borondoso B.V.,OGL/2024/1041/0856,Curacao,assessment in progress,"December 24, 2025",no,a360.bet,not contacted,
apuesta360.com,apuesta,0,Borondoso B.V.,OGL/2024/1041/0856,Curacao,assessment in progress,"December 24, 2025",no,apuesta360.com,not contacted,
me88.com,me,0,Brictec B.V.,OGL/2024/102/0932,Curacao,active,"May 19, 2026",no,me88.com,not contacted,
me88curacao.com,mecuracao,0,Brictec B.V.,OGL/2024/102/0932,Curacao,active,"May 19, 2026",no,me88curacao.com,not contacted,
bodog.io,bodog,0,Caravan Media B.V.,OGL/2024/674/0714,Curacao,assessment in progress,"December 27, 2025",no,bodog.io,not contacted,
ozoon.eu,ozoon,0,Caravan Media B.V.,OGL/2024/674/0714,Curacao,assessment in progress,"December 27, 2025",no,ozoon.eu,not contacted,
pinco.win,pinco,0,Carlitta N.V.,OGL/2024/1516/0841,Curacao,assessment in progress,"December 24, 2025",no,pinco.win,not contacted,
pincowins.com,pincowins,0,Carlitta N.V.,OGL/2024/1516/0841,Curacao,assessment in progress,"December 24, 2025",no,pincowins.com,not contacted,
dongamble.com,dongamble,0,Code Harbor N.V.,OGL/2024/486/0261,Curacao,assessment in progress,"December 24, 2025",no,dongamble.com,not contacted,
wildwinz.com,wildwinz,0,Code Harbor N.V.,OGL/2024/486/0261,Curacao,assessment in progress,"December 24, 2025",no,wildwinz.com,not contacted,
comeon.com,comeon,0,Come On Curacao N.V.,OGL/2024/1539/0808,Curacao,active,"August 2, 2026",no,comeon.com,not contacted,
mobilebet.com,mobilebet,0,Come On Curacao N.V.,OGL/2024/1539/0808,Curacao,active,"August 2, 2026",no,mobilebet.com,not contacted,
winspirit.co,winspirit,2,Complete Technologies N.V.,OGL/2024/923/0383,Curacao,active,"March 24, 2026",no,winspirit.co winspirit.com winspirit.casino,not contacted,
luckyhills.com,luckyhills,0,Complete Technologies N.V.,OGL/2024/923/0383,Curacao,active,"March 24, 2026",no,luckyhills.com,not contacted,
betone.com,betone,0,Continent Gaming N.V.,OGL/2024/1332/0669,Curacao,assessment in progress,"December 24, 2025",no,betone.com,not contacted,
chexx.bet,chexx,0,Continent Gaming N.V.,OGL/2024/1332/0669,Curacao,assessment in progress,"December 24, 2025",no,chexx.bet,not contacted,
grandelix.com,grandelix,0,Disrupt Entertainment Limited N.V.,OGL/2024/668/0844,Curacao,active,"January 1, 2026",no,grandelix.com,not contacted,
slots99.io,slots,0,Disrupt Entertainment Limited N.V.,OGL/2024/668/0844,Curacao,active,"January 1, 2026",no,slots99.io,not contacted,
spinado.com,spinado,0,Double Entertainment N.V.,OGL/2024/1650/0921,Curacao,active,"January 23, 2026",no,spinado.com,not contacted,
twistercasino.com,twistercasino,0,Double Entertainment N.V.,OGL/2024/1650/0921,Curacao,active,"January 23, 2026",no,twistercasino.com,not contacted,
bigwin.com,bigwin,0,EastPoint Operations B.V.,OGL/2024/1093/0504,Curacao,active,"April 28, 2026",no,bigwin.com,not contacted,
bigwins.com,bigwins,0,EastPoint Operations B.V.,OGL/2024/1093/0504,Curacao,active,"April 28, 2026",no,bigwins.com,not contacted,
planets.casino,planets,0,Entertainment Planets B.V.,OGL/2024/1469/0855,Curacao,assessment in progress,"December 24, 2025",no,planets.casino,not contacted,
pokerplanets.com,pokerplanets,0,Entertainment Planets B.V.,OGL/2024/1469/0855,Curacao,assessment in progress,"December 24, 2025",no,pokerplanets.com,not contacted,
champi.casino,champi,0,Esti Technologies N.V.,OGL/2024/1240/0473,Curacao,assessment in progress,"December 24, 2025",no,champi.casino,not contacted,
punch.casino,punch,0,Esti Technologies N.V.,OGL/2024/1240/0473,Curacao,assessment in progress,"December 24, 2025",no,punch.casino,not contacted,
betfa.com,betfa,0,Ex Lux N.V.,OGL/2024/1720/0980,Curacao,assessment in progress,"December 24, 2025",no,betfa.com,not contacted,
takbet.com,takbet,0,Ex Lux N.V.,OGL/2024/1720/0980,Curacao,assessment in progress,"December 24, 2025",no,takbet.com,not contacted,
championcasino.com,championcasino,0,F3 Markets N.V.,OGL/2024/1481/0768,Curacao,active,"March 27, 2026",no,championcasino.com,not contacted,
vips.club,vips,0,F3 Markets N.V.,OGL/2024/1481/0768,Curacao,active,"March 27, 2026",no,vips.club,not contacted,
mr.bet,mr,0,Faro Entertainment N.V.,OGL/2024/194/0642,Curacao,active,"August 12, 2026",no,mr.bet,not contacted,
spin.city,spin,0,Faro Entertainment N.V.,OGL/2024/194/0642,Curacao,active,"August 12, 2026",no,spin.city,not contacted,
chericasino.com,chericasino,0,Fitzgerald Industries Group N.V.,OGL/2024/941/0391,Curacao,active,"February 1, 2026",no,chericasino.com,not contacted,
tropeziapalace.com,tropeziapalace,0,Fitzgerald Industries Group N.V.,OGL/2024/941/0391,Curacao,active,"February 1, 2026",no,tropeziapalace.com,not contacted,
chapinwin.com,chapinwin,0,GEM Solutions B.V.,OGL/2024/1232/0584,Curacao,assessment in progress,"December 24, 2025",no,chapinwin.com,not contacted,
zoecasino.com,zoecasino,0,GEM Solutions B.V.,OGL/2024/1232/0584,Curacao,assessment in progress,"December 24, 2025",no,zoecasino.com,not contacted,
casinoisy.com,casinoisy,0,GT Holding B.V.,OGL/2024/898/0783,Curacao,active,"March 12, 2026",no,casinoisy.com,not contacted,
tether.bet,tether,0,GT Holding B.V.,OGL/2024/898/0783,Curacao,active,"March 12, 2026",no,tether.bet,not contacted,
coldbet.com,coldbet,0,Game2Net B.V.,OGL/2024/296/1093,Curacao,active,"August 2, 2026",no,coldbet.com,not contacted,
sprutcasino.com,sprutcasino,0,Game2Net B.V.,OGL/2024/296/1093,Curacao,active,"August 2, 2026",no,sprutcasino.com,not contacted,
fridayspin.com,fridayspin,0,Gaminara N.V.,OGL/2024/2173/1161,Curacao,active,"April 3, 2026",no,fridayspin.com,not contacted,
rollambia.com,rollambia,0,Gaminara N.V.,OGL/2024/2173/1161,Curacao,active,"April 3, 2026",no,rollambia.com,not contacted,
coinhero.io,coinhero,0,Gatepost N.V.,OGL/2024/640/0176,Curacao,assessment in progress,"December 24, 2025",no,coinhero.io,not contacted,
craze.casino,craze,0,Gatepost N.V.,OGL/2024/640/0176,Curacao,assessment in progress,"December 24, 2025",yes,craze.casino,not contacted,
gameszapped.com,gameszapped,0,Get Zapped Gaming N.V.,OGL/2024/1592/0901,Curacao,active,"August 19, 2026",no,gameszapped.com,not contacted,
sportsbull.com,sportsbull,0,Get Zapped Gaming N.V.,OGL/2024/1592/0901,Curacao,active,"August 19, 2026",no,sportsbull.com,not contacted,
spinza.co.za,co,2,Gleneagles B.V.,OGL/2024/1242/0772,Curacao,active,"April 3, 2026",no,spinza.co.za jackpot.co.za playlive.co.za,not contacted,
golden-winners.com,goldenwinners,0,Gleneagles B.V.,OGL/2024/1242/0772,Curacao,active,"April 3, 2026",no,golden-winners.com,not contacted,
betkore.com,betkore,0,Great BDG Randon Entertainment N.V.,OGL/2024/544/0557,Curacao,active,"April 28, 2026",no,betkore.com,not contacted,
betssen.com,betssen,0,Great BDG Randon Entertainment N.V.,OGL/2024/544/0557,Curacao,active,"April 28, 2026",no,betssen.com,not contacted,
baocasino.com,baocasino,0,Highbet B.V.,OGL/2024/295/0600,Curacao,assessment in progress,"January 21, 2026",no,baocasino.com,not contacted,
favbit.casino,favbit,0,Highbet B.V.,OGL/2024/295/0600,Curacao,assessment in progress,"January 21, 2026",no,favbit.casino,not contacted,
gravira.com,gravira,0,Horizonix Corp N.V.,OGL/2024/1944/1124,Curacao,active,"January 3, 2026",no,gravira.com,not contacted,
vashbet.com,vashbet,0,Horizonix Corp N.V.,OGL/2024/1944/1124,Curacao,active,"January 3, 2026",no,vashbet.com,not contacted,
grandzbet.com,grandzbet,1,Inovaplay B.V.,OGL/2024/221/0534,Curacao,active,"August 12, 2026",no,grandzbet.com grandzbet7.com,not contacted,
spacefortuna.com,spacefortuna,1,Inovaplay B.V.,OGL/2024/221/0534,Curacao,active,"August 12, 2026",no,spacefortuna.com spacefortuna7.com,not contacted,
fs.casino,fs,82,Intelligent Innovations N.V.,OGL/2024/767/0360,Curacao,active,"May 19, 2026",no,fs.casino fs1.casino fs5.casino fs7.casino fs21.casino fs77.casino fs536.casino fs347.casino,not contacted,
hotspincasino.com,hotspincasino,0,Intelligent Innovations N.V.,OGL/2024/767/0360,Curacao,active,"May 19, 2026",no,hotspincasino.com,not contacted,
kinghills.com,kinghills,0,IntellogixSoft B.V.,OGL/2024/1121/1020,Curacao,assessment in progress,"January 16, 2026",no,kinghills.com,not contacted,
memocasino.com,memocasino,0,IntellogixSoft B.V.,OGL/2024/1121/1020,Curacao,assessment in progress,"January 16, 2026",no,memocasino.com,not contacted,
fan-sport.com,fansport,0,Interactive Betting N.V.,OGL/2024/537/0691,Curacao,assessment in progress,"December 24, 2025",no,fan-sport.com,not contacted,
top-bet.com,topbet,0,Interactive Betting N.V.,OGL/2024/537/0691,Curacao,assessment in progress,"December 24, 2025",no,top-bet.com,not contacted,
fruta.com,fruta,0,Interstellar Entertainment N.V.,OGL/2024/1042/0564,Curacao,revoked,,no,fruta.com,not contacted,
highroller.com,highroller,0,Interstellar Entertainment N.V.,OGL/2024/1042/0564,Curacao,revoked,,no,highroller.com,not contacted,
luckysplash.com,luckysplash,0,Island Odyssey Ventures B.V.,OGL/2024/630/1003,Curacao,active,"June 13, 2026",no,luckysplash.com,not contacted,
mistycasino.com,mistycasino,0,Island Odyssey Ventures B.V.,OGL/2024/630/1003,Curacao,active,"June 13, 2026",no,mistycasino.com,not contacted,
232casino.com,casino,0,K.I.K. Corporation B.V.,OGL/2024/211/0595,Curacao,active,"May 17, 2026",no,232casino.com,not contacted,
allthebestlottos.com,allthebestlottos,0,K.I.K. Corporation B.V.,OGL/2024/211/0595,Curacao,active,"May 17, 2026",no,allthebestlottos.com,not contacted,
betongame.com,betongame,0,Kromstex B.V.,OGL/2024/313/0337,Curacao,assessment in progress,"December 24, 2025",no,betongame.com,not contacted,
funpari.com,funpari,0,Kromstex B.V.,OGL/2024/313/0337,Curacao,assessment in progress,"December 24, 2025",no,funpari.com,not contacted,
platinumslots.com,platinumslots,4,Latiform B.V.,OGL/2024/163/0190,Curacao,assessment in progress,"December 24, 2025",no,platinumslots.com platinumslots3.com platinumslots2.com platinumslots5.com platinumslots4.com,not contacted,
platincasino.io,platincasino,3,Latiform B.V.,OGL/2024/163/0190,Curacao,assessment in progress,"December 24, 2025",no,platincasino.io platincasino.com platincasino2.com platincasino1.com,not contacted,
duelbits.com,duelbits,1,Liquid Entertainment N.V.,OGL/2024/1507/0838,Curacao,assessment in progress,"December 24, 2025",no,duelbits.com duelbits.net,not contacted,
sportsbits.com,sportsbits,0,Liquid Entertainment N.V.,OGL/2024/1507/0838,Curacao,assessment in progress,"December 24, 2025",no,sportsbits.com,not contacted,
1king.com,king,1,Losartez B.V.,OGL/2024/1441/0693,Curacao,active,"January 31, 2026",no,1king.com 1king.one,not contacted,
lukscasino.com,lukscasino,0,Losartez B.V.,OGL/2024/1441/0693,Curacao,active,"January 31, 2026",no,lukscasino.com,not contacted,
bettilt.com,bettilt,0,Lowell & Pruitt N.V.,OGL/2024/916/0436,Curacao,assessment in progress,"December 24, 2025",no,bettilt.com,not contacted,
rokubet.com,rokubet,0,Lowell & Pruitt N.V.,OGL/2024/916/0436,Curacao,assessment in progress,"December 24, 2025",no,rokubet.com,not contacted,
luckytony.com,luckytony,0,Magic Stones N.V.,OGL/2024/566/0462,Curacao,active,"March 26, 2026",no,luckytony.com,not contacted,
magic365.com,magic,0,Magic Stones N.V.,OGL/2024/566/0462,Curacao,active,"March 26, 2026",no,magic365.com,not contacted,
samogon.bet,samogon,0,Mamba Edge B.V.,OGL/2024/976/0894,Curacao,assessment in progress,"December 24, 2025",no,samogon.bet,not contacted,
vodka.bet,vodka,0,Mamba Edge B.V.,OGL/2024/976/0894,Curacao,assessment in progress,"December 24, 2025",no,vodka.bet,not contacted,
astrobit.com,astrobit,0,Marcentra Corporation N.V.,OGL/2024/234/0315,Curacao,assessment in progress,"January 14, 2026",no,astrobit.com,not contacted,
bettorian.com,bettorian,0,Marcentra Corporation N.V.,OGL/2024/234/0315,Curacao,assessment in progress,"January 14, 2026",no,bettorian.com,not contacted,
bitcasino.io,bitcasino,0,Moon Technologies B.V.,OGL/2023/111/0069,Curacao,assessment in progress,"December 24, 2025",no,bitcasino.io,not contacted,
livecasino.io,livecasino,0,Moon Technologies B.V.,OGL/2023/111/0069,Curacao,assessment in progress,"December 24, 2025",no,livecasino.io,not contacted,
csgoempire.gg,csgoempire,18,Moonrail Limited B.V.,OGL/2024/1183/0869,Curacao,active,"March 30, 2026",no,csgoempire.gg csgoempire.io csgoempire.com csgoempire.top csgoempire.win csgoempire.cam csgoempire.boo csgoempire.onl,not contacted,
csgoempirev2.com,csgoempirev,0,Moonrail Limited B.V.,OGL/2024/1183/0869,Curacao,active,"March 30, 2026",no,csgoempirev2.com,not contacted,
fastpari-afro.com,fastpariafro,0,Mystic Glitter B.V.,OGL/2024/997/0945,Curacao,assessment in progress,"December 24, 2025",no,fastpari-afro.com,not contacted,
fastpari.com,fastpari,0,Mystic Glitter B.V.,OGL/2024/997/0945,Curacao,assessment in progress,"December 24, 2025",no,fastpari.com,not contacted,
betbuq.com,betbuq,0,NewGenx N.V.,OGL/2024/1234/0896,Curacao,active,"June 6, 2026",no,betbuq.com,not contacted,
vivafortuna.casino,vivafortuna,0,NewGenx N.V.,OGL/2024/1234/0896,Curacao,active,"June 6, 2026",no,vivafortuna.casino,not contacted,
lucknrolla.com,lucknrolla,0,Nextor B.V.,OGL/2024/1338/0704,Curacao,active,"December 4, 2025",no,lucknrolla.com,not contacted,
unislotcasino.com,unislotcasino,0,Nextor B.V.,OGL/2024/1338/0704,Curacao,active,"December 4, 2025",no,unislotcasino.com,not contacted,
rocket.run,rocket,0,Ninetynine N.V.,OGL/2023/166/0071,Curacao,assessment in progress,"December 24, 2025",no,rocket.run,not contacted,
wayyy.com,wayyy,0,Ninetynine N.V.,OGL/2023/166/0071,Curacao,assessment in progress,"December 24, 2025",no,wayyy.com,not contacted,
wild.io,wild,0,Nonce Gaming B.V.,OGL/2024/210/0198,Curacao,active,"April 14, 2026",no,wild.io,not contacted,
wildcasino.com,wildcasino,0,Nonce Gaming B.V.,OGL/2024/210/0198,Curacao,active,"April 14, 2026",no,wildcasino.com,not contacted,
maxicasino.com,maxicasino,0,Oddcraze N.V.,OGL/2024/1618/0998,Curacao,active,"March 12, 2026",no,maxicasino.com,not contacted,
oddcraze.com,oddcraze,0,Oddcraze N.V.,OGL/2024/1618/0998,Curacao,active,"March 12, 2026",no,oddcraze.com,not contacted,
vodds.co,vodds,2,Ole Group International B.V.,OGL/2024/1358/1233,Curacao,active,"July 25, 2026",no,vodds.co vodds.com vodds.net,not contacted,
odds4sports.com,oddssports,0,Ole Group International B.V.,OGL/2024/1358/1233,Curacao,active,"July 25, 2026",no,odds4sports.com,not contacted,
1xslot.com,xslot,0,Orakum N.V.,OGL/2024/586/0786,Curacao,active,"March 28, 2026",no,1xslot.com,not contacted,
jvspin.com,jvspin,0,Orakum N.V.,OGL/2024/586/0786,Curacao,active,"March 28, 2026",no,jvspin.com,not contacted,
flycasino.com,flycasino,0,Peak Interactive N.V.,OGL/2024/860/0410,Curacao,active,"June 17, 2026",no,flycasino.com,not contacted,
omnicasino.com,omnicasino,0,Peak Interactive N.V.,OGL/2024/860/0410,Curacao,active,"June 17, 2026",no,omnicasino.com,not contacted,
boostwin.com,boostwin,0,Playora B.V.,OGL/2024/456/0257,Curacao,assessment in progress,"December 24, 2025",no,boostwin.com,not contacted,
go-habibi.com,gohabibi,0,Playora B.V.,OGL/2024/456/0257,Curacao,assessment in progress,"December 24, 2025",no,go-habibi.com,not contacted,
jackpotraider.com,jackpotraider,0,Pointissimo B.V.,OGL/2024/969/1019,Curacao,active,"March 26, 2026",no,jackpotraider.com,not contacted,
ninewin.com,ninewin,0,Pointissimo B.V.,OGL/2024/969/1019,Curacao,active,"March 26, 2026",no,ninewin.com,not contacted,
spinbet.com,spinbet,0,Pretense Flip N.V.,OGL/2024/865/0413,Curacao,assessment in progress,"December 24, 2025",no,spinbet.com,not contacted,
spinbit.com,spinbit,0,Pretense Flip N.V.,OGL/2024/865/0413,Curacao,assessment in progress,"December 24, 2025",no,spinbit.com,not contacted,
blaze.com,blaze,1,Prolific Trade N.V.,OGL/2024/1415/0636,Curacao,assessment in progress,"December 24, 2025",no,blaze.com blaze1.space,not contacted,
blaze.bet.br,bet,0,Prolific Trade N.V.,OGL/2024/1415/0636,Curacao,assessment in progress,"December 24, 2025",no,blaze.bet.br,not contacted,
amoncasino.com,amoncasino,0,Purple Bay B.V.,OGL/2024/1368/0895,Curacao,active,"May 23, 2026",no,amoncasino.com,not contacted,
betzino.com,betzino,0,Purple Bay B.V.,OGL/2024/1368/0895,Curacao,active,"May 23, 2026",no,betzino.com,not contacted,
dreamroyale.com,dreamroyale,0,Raeen Exchange N.V.,OGL/2024/1743/0960,Curacao,active,"January 22, 2026",no,dreamroyale.com,not contacted,
herobet.co.uk,co,0,Raeen Exchange N.V.,OGL/2024/1743/0960,Curacao,active,"January 22, 2026",no,herobet.co.uk,not contacted,
pinnacle.com,pinnacle,0,Ragnarok Corporation N.V.,OGL/2023/105/0084,Curacao,active,"December 24, 2025",no,pinnacle.com,not contacted,
pinnaclesports.com,pinnaclesports,0,Ragnarok Corporation N.V.,OGL/2023/105/0084,Curacao,active,"December 24, 2025",no,pinnaclesports.com,not contacted,
pldm.best,pldm,0,Rapture B.V.,OGL/2024/488/0787,Curacao,active,"April 14, 2026",no,pldm.best,not contacted,
zaza.com,zaza,0,Rapture B.V.,OGL/2024/488/0787,Curacao,active,"April 14, 2026",no,zaza.com,not contacted,
riobet.com,riobet,0,Riotech N.V.,OGL/2024/552/0560,Curacao,active,"April 24, 2026",no,riobet.com,not contacted,
slotoshi.com,slotoshi,0,Riotech N.V.,OGL/2024/552/0560,Curacao,active,"April 24, 2026",no,slotoshi.com,not contacted,
gg.bet,gg,0,River Entertainment B.V.,OGL/2024/688/0234,Curacao,active,"April 14, 2026",no,gg.bet,not contacted,
realreelscasino.com,realreelscasino,0,River Entertainment B.V.,OGL/2024/688/0234,Curacao,active,"April 14, 2026",no,realreelscasino.com,not contacted,
gamdom.eu,gamdom,5,Smein Hosting N.V.,OGL/2024/424/1065,Curacao,assessment in progress,"December 24, 2025",no,gamdom.eu gamdom.io gamdom.com gamdom.win gamdom.one gamdom.vip,not contacted,
trgamdom.com,trgamdom,0,Smein Hosting N.V.,OGL/2024/424/1065,Curacao,assessment in progress,"December 24, 2025",no,trgamdom.com,not contacted,
kilogram.club,kilogram,0,Snowdunes B.V.,OGL/2024/604/0267,Curacao,active,"April 28, 2026",no,kilogram.club,not contacted,
sykaaa.com,sykaaa,0,Snowdunes B.V.,OGL/2024/604/0267,Curacao,active,"April 28, 2026",no,sykaaa.com,not contacted,
winagora.in,winagora,1,Starlink International N.V.,OGL/2024/543/0614,Curacao,active,"April 23, 2026",no,winagora.in winagora.com,not contacted,
interwin.com,interwin,0,Starlink International N.V.,OGL/2024/543/0614,Curacao,active,"April 23, 2026",yes,interwin.com,not contacted,
marsbahis.com,marsbahis,483,Stella Tech B.V.,OGL/2024/1292/0546,Curacao,assessment in progress,"December 24, 2025",no,marsbahis.com mobile.marsbahis.com 2014marsbahis.com 2100marsbahis.com 2173marsbahis.com 2197marsbahis.com 2030marsbahis.com 2141marsbahis.com,not contacted,
marsbet.com,marsbet,0,Stella Tech B.V.,OGL/2024/1292/0546,Curacao,assessment in progress,"December 24, 2025",no,marsbet.com,not contacted,
totogaming.com,totogaming,0,Studiowin N.V.,OGL/2024/365/0580,Curacao,revoked,,no,totogaming.com,not contacted,
danybet.com,danybet,0,Studiowin N.V.,OGL/2024/365/0580,Curacao,revoked,,no,danybet.com,not contacted,
betandyou.com,betandyou,0,Tixi Multimedia B.V.,OGL/2024/1164/0643,Curacao,assessment in progress,"December 24, 2025",no,betandyou.com,not contacted,
casinoandyou.com,casinoandyou,0,Tixi Multimedia B.V.,OGL/2024/1164/0643,Curacao,assessment in progress,"December 24, 2025",no,casinoandyou.com,not contacted,
makao.com,makao,0,Triumphbet Company N.V.,OGL/2024/592/0492,Curacao,active,"May 5, 2026",no,makao.com,not contacted,
makaobet.com,makaobet,0,Triumphbet Company N.V.,OGL/2024/592/0492,Curacao,active,"May 5, 2026",no,makaobet.com,not contacted,
apuesterapido.com,apuesterapido,0,Twins Games N.V.,OGL/2024/1681/0917,Curacao,active,"March 3, 2026",no,apuesterapido.com,not contacted,
jaybet.com,jaybet,0,Twins Games N.V.,OGL/2024/1681/0917,Curacao,active,"March 3, 2026",no,jaybet.com,not contacted,
gratowin.com,gratowin,0,Unigad Trading N.V.,OGL/2024/883/0467,Curacao,revoked,,no,gratowin.com,not contacted,
playoro.com,playoro,0,Unigad Trading N.V.,OGL/2024/883/0467,Curacao,revoked,,no,playoro.com,not contacted,
bonkersbet.com,bonkersbet,0,Velorum Corporation N.V.,OGL/2024/1384/0627,Curacao,active,"June 4, 2026",no,bonkersbet.com,not contacted,
star7.casino,star,0,Velorum Corporation N.V.,OGL/2024/1384/0627,Curacao,active,"June 4, 2026",no,star7.casino,not contacted,
bboro.com,bboro,0,Webmedia Development N.V.,OGL/2024/884/0471,Curacao,active,"March 5, 2026",no,bboro.com,not contacted,
betboro.com,betboro,0,Webmedia Development N.V.,OGL/2024/884/0471,Curacao,active,"March 5, 2026",no,betboro.com,not contacted,
alegrebet.com,alegrebet,0,West End Gaming B.V.,OGL/2024/478/0152,Curacao,active,"February 13, 2026",no,alegrebet.com,not contacted,
fogobet.com,fogobet,0,West End Gaming B.V.,OGL/2024/478/0152,Curacao,active,"February 13, 2026",no,fogobet.com,not contacted,
betjordan.com,betjordan,0,Y Enterprises B.V.,OGL/2024/1123/0641,Curacao,active,"January 3, 2026",no,betjordan.com,not contacted,
y-win.net,ywin,0,Y Enterprises B.V.,OGL/2024/1123/0641,Curacao,active,"January 3, 2026",no,y-win.net,not contacted,
swiftygaming.com,swiftygaming,0,Yao Entertainment N.V.,OGL/2024/1597/0825,Curacao,active,"June 4, 2026",no,swiftygaming.com,not contacted,
youareon.com,youareon,0,Yao Entertainment N.V.,OGL/2024/1597/0825,Curacao,active,"June 4, 2026",no,youareon.com,not contacted,
qizilbilet.com,qizilbilet,0,Yungmetro B.V.,OGL/2024/1038/0879,Curacao,assessment in progress,"December 24, 2025",no,qizilbilet.com,not contacted,
yohoho.bet,yohoho,0,Yungmetro B.V.,OGL/2024/1038/0879,Curacao,assessment in progress,"December 24, 2025",no,yohoho.bet,not contacted,
jb.com,jb,0,Zozo Technology B.V.,OGL/2024/1519/0809,Curacao,assessment in progress,"December 24, 2025",no,jb.com,not contacted,
zozo.fan,zozo,0,Zozo Technology B.V.,OGL/2024/1519/0809,Curacao,assessment in progress,"December 24, 2025",no,zozo.fan,not contacted,
123loterias.com,loterias,0,123 Global Media B.V.,OGL/2024/911/0710,Curacao,assessment in progress,"December 24, 2025",no,123loterias.com,not contacted,
1win.pro,win,0,1Win N.V.,OGL/2024/587/0621,Curacao,active,"March 6, 2026",no,1win.pro,not contacted,
8xbet.com,xbet,1,978 Tech N.V.,OGL/2024/1261/0718,Curacao,active,"August 22, 2026",no,8xbet.com 8xbet.biz,not contacted,
rapidplay.bet,rapidplay,0,99 Services B.V.,OGL/2024/1832/1171,Curacao,active,"March 12, 2026",no,rapidplay.bet,not contacted,
efbet.net,efbet,0,AE Group B.V.,OGL/2024/216/0606,Curacao,active,"August 21, 2026",no,efbet.net,not contacted,
fdhtuyui.com,fdhtuyui,0,AG Group B.V.,OGL/2024/805/0287,Curacao,active,"May 19, 2026",no,fdhtuyui.com,not contacted,
trbet.com,trbet,0,ASL Interactive B.V.,OGL/2024/1298/0527,Curacao,assessment in progress,"December 24, 2025",no,trbet.com,not contacted,
8.io,8.io,0,Adda Entertainment NV,OGL/2023/142/0073,Curacao,revoked,,no,8.io,not contacted,
adoniobet.com,adoniobet,0,Adonio N.V.,OGL/2023/158/0074,Curacao,revoked,,no,adoniobet.com,not contacted,
sbx.com,sbx,0,Aftermath B.V.,OGL/2024/2082/1136,Curacao,active,"July 22, 2026",no,sbx.com,not contacted,
winbig.today,winbig,0,Agarinia N.V.,OGL/2024/2186/1164,Curacao,active,"March 26, 2026",no,winbig.today,not contacted,
goldballer.com,goldballer,0,Alisium B.V.,OGL/2024/227/0112,Curacao,assessment in progress,"December 24, 2025",no,goldballer.com,not contacted,
roboroll.io,roboroll,0,Amaterasu N.V.,OGL/2024/1594/0956,Curacao,active,"January 22, 2026",no,roboroll.io,not contacted,
scarletcasino.com,scarletcasino,0,Apex Analytica N.V.,OGL/2024/762/0569,Curacao,assessment in progress,"January 17, 2026",no,scarletcasino.com,not contacted,
casino123.com,casino,0,Aposta N.V.,OGL/2024/761/0221,Curacao,revoked,,no,casino123.com,not contacted,
slotclover.com,slotclover,0,Aspera Operations B.V.,OGL/2024/1068/0572,Curacao,assessment in progress,"December 24, 2025",no,slotclover.com,not contacted,
pro1bet.com,probet,0,Atlas Tech Solutions B.V.,OGL/2024/457/0562,Curacao,active,"April 16, 2026",no,pro1bet.com,not contacted,
malibuclubcasino.io,malibuclubcasino,1,Audeo N.V.,OGL/2024/1534/0834,Curacao,active,"January 22, 2026",no,malibuclubcasino.io malibuclubcasino.com,not contacted,
pg-play.com,pgplay,0,Axum B.V.,OGL/2024/196/0574,Curacao,active,"July 22, 2026",no,pg-play.com,not contacted,
b2bseven.bet,bbseven,0,B2Bseven B.V.,OGL/2024/636/0578,Curacao,active,"July 1, 2026",no,b2bseven.bet,not contacted,
beastone.co,beastone,0,Beastone N.V.,OGL/2024/390/0122,Curacao,assessment in progress,"December 24, 2025",no,beastone.co,not contacted,
bombastic.com,bombastic,0,BetMax Entertain N.V.,OGL/2024/1515/0853,Curacao,revoked,,no,bombastic.com,not contacted,
ubet.io,ubet,0,BetU Curacao B.V.,OGL/2024/1064/0761,Curacao,active,"April 28, 2026",no,ubet.io,not contacted,
betjam.com,betjam,0,Betquest B.V.,OGL/2024/832/0423,Curacao,assessment in progress,"December 24, 2025",no,betjam.com,not contacted,
satoshihero.com,satoshihero,1,Bitplay Global B.V.,OGL/2024/201/0270,Curacao,active,"April 14, 2026",no,satoshihero.com satoshihero.net,not contacted,
888starz.bet,starz,0,Bittech B.V.,OGL/2024/665/0201,Curacao,active,"March 7, 2026",no,888starz.bet,not contacted,
bk8br.com,bkbr,0,Black Hawk Technology B.V.,OGL/2024/132/1011,Curacao,active,"May 19, 2026",no,bk8br.com,not contacted,
hype.bet,hype,0,BlackSands B.V.,OGL/2024/985/0430,Curacao,active,"June 16, 2026",no,hype.bet,not contacted,
aurislot.com,aurislot,0,Bonus Operations N.V.,OGL/2024/385/0332,Curacao,active,"March 9, 2026",no,aurislot.com,not contacted,
bethype.com,bethype,0,Boost Gaming N.V.,OGL/2024/906/0375,Curacao,assessment in progress,"December 24, 2025",no,bethype.com,not contacted,
